Observer,Date,Avistaje.ID,Taxon,Group,point,mean_ltime,mean_x_proj,mean_y_proj,mean_latitude,mean_longitude,mean_alt,speed_m_per_min,distance
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 14:30,2015-08-03T14:30:01Z,372516.7135,9930218.002,-0.631212322,-76.14565233,243.3509013,6.173051756,92.59577634
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 14:45,2015-08-03T14:45:01Z,372533.1961,9930272.833,-0.630716386,-76.14550411,244.8729453,3.841316237,57.61974356
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 15:00,2015-08-03T15:00:01Z,372562.5908,9930362.293,-0.629907232,-76.14523981,248.5980936,6.317168673,94.75753009
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 15:15,2015-08-03T15:15:01Z,372549.5168,9930378.657,-0.629759187,-76.14535726,248.6381531,1.402388787,21.0358318
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 15:30,2015-08-03T15:30:01Z,372529.632,9930456.587,-0.629054233,-76.14553578,240.1064758,5.396792617,80.95188926
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 15:45,2015-08-03T15:45:01Z,372522.8763,9930522.649,-0.62845666,-76.14559635,240.5069886,4.457496174,66.8624426
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 16:00,2015-08-03T16:00:01Z,372487.5908,9930549.464,-0.628214031,-76.14591335,245.0732117,2.962462766,44.43694149
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 16:15,2015-08-03T16:15:01Z,372478.5903,9930547.199,-0.628234504,-76.14599423,249.7196452,0.619118692,9.286780375
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 16:30,2015-08-03T16:30:01Z,372453.5361,9930550.484,-0.628204735,-76.14621935,252.9239908,1.685105745,25.27658617
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 16:45,2015-08-03T16:45:01Z,372450.354,9930534.606,-0.628348359,-76.14624797,250.5607706,1.086836632,16.30254949
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 17:00,2015-08-03T17:00:01Z,372449.4397,9930545.953,-0.628245715,-76.14625617,253.6850281,0.764170171,11.46255256
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 17:15,2015-08-03T17:15:01Z,372451.3361,9930547.321,-0.628233345,-76.14623912,254.76651,0.156282181,2.34423271
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 17:30,2015-08-03T17:30:01Z,372450.9402,9930552.148,-0.628189682,-76.14624267,254.7264508,0.325101894,4.876528411
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 17:45,2015-08-03T17:45:01Z,372453.815,9930551.43,-0.628196185,-76.14621684,254.2859088,0.197664851,2.964972768
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 18:00,2015-08-03T18:00:01Z,372457.1597,9930552.535,-0.62818619,-76.14618679,255.2872518,0.235052352,3.525785284
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 18:15,2015-08-03T18:15:01Z,372460.8404,9930556.706,-0.628148471,-76.14615371,253.1643064,0.372317284,5.584759257
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 18:30,2015-08-03T18:30:01Z,372453.1126,9930557.238,-0.628143644,-76.14622314,252.7237243,0.51652594,7.747889096
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 18:45,2015-08-03T18:45:01Z,372460.9769,9930582.962,-0.62791097,-76.14615243,252.0027363,1.80472695,27.07090425
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 19:00,2015-08-03T19:00:01Z,372471.8273,9930582.708,-0.627913296,-76.14605493,250.1602173,0.723705121,10.85557681
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 19:15,2015-08-03T19:15:01Z,372465.0675,9930592.585,-0.627823938,-76.14611565,250.1201782,0.80175171,12.02627565
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 19:30,2015-08-03T19:30:01Z,372453.7113,9930641.558,-0.627380933,-76.1462176,243.7914738,3.373587087,50.6038063
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 19:45,2015-08-03T19:45:01Z,372385.8521,9930644.492,-0.627354258,-76.14682734,245.9143778,4.529132149,67.93698223
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 20:00,2015-08-03T20:00:01Z,372281.4342,9930684.152,-0.626995303,-76.1477655,261.9764507,7.454242553,111.8136383
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 20:15,2015-08-03T20:15:01Z,372237.4114,9930749.232,-0.626406537,-76.14816094,261.4957783,5.263354067,78.950311
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 20:30,2015-08-03T20:30:01Z,372229.9291,9930781.915,-0.626110893,-76.14822811,256.9695537,2.249964228,33.74946342
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 20:45,2015-08-03T20:45:01Z,372231.0461,9930817.918,-0.625785228,-76.148218,259.3728433,2.418019729,36.27029594
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 21:00,2015-08-03T21:00:01Z,372185.4817,9930890.243,-0.625130923,-76.14862727,272.2705383,5.727403064,85.91104597
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 21:15,2015-08-03T21:15:01Z,372079.109,9930850.288,-0.625492127,-76.14958316,274.3533937,7.583093243,113.7463986
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 21:30,2015-08-03T21:30:01Z,372053.3679,9930838.053,-0.625602747,-76.14981448,272.1103211,1.902796154,28.5419423
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 21:45,2015-08-03T21:45:01Z,371976.7007,9930810.913,-0.625848086,-76.15050342,255.3272706,5.42708332,81.40624979
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 22:00,2015-08-03T22:00:01Z,371957.1917,9930791.775,-0.626021165,-76.15067876,255.40743,1.828343425,27.42515138
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 22:15,2015-08-03T22:15:01Z,371954.3881,9930797.231,-0.625971803,-76.15070394,258.3715209,0.411239269,6.168589033
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 22:30,2015-08-03T22:30:01Z,371946.5924,9930802.69,-0.625922412,-76.15077398,254.7264709,0.635988084,9.539821261
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 22:45,2015-08-03T22:45:01Z,371950.7002,9930797.557,-0.625968848,-76.15073708,254.3259075,0.440164543,6.602468139
Rebekah Ellis,2015-08-03T05:00:00Z,AV30487,Lagothrix,Lagothrix D,8/3/2015 23:00,2015-08-03T22:59:01Z,371952.6985,9930813.232,-0.625827061,-76.15071909,259.6132,1.060674157,15.91011235
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 11:45,2015-08-03T11:46:00Z,372245.3061,9930040.285,-0.632819314,-76.14809141,207.0816667,NA,0
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 12:00,2015-08-03T12:00:01Z,372240.4137,9930035.53,-0.632862321,-76.14813538,212.4375,0.456434775,6.846521622
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 12:15,2015-08-03T12:15:00Z,372238.0868,9930033.241,-0.632883017,-76.14815629,228.4558333,0.218346569,3.275198529
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 12:30,2015-08-03T12:30:00Z,372252.9036,9930048.932,-0.632741111,-76.14802312,222.1733333,1.444174601,21.66261901
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 12:45,2015-08-03T12:45:00Z,372311.9763,9930113.156,-0.632160301,-76.1474922,218.2841667,5.839699363,87.59549044
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 13:00,2015-08-03T13:00:00Z,372346.5134,9930162.484,-0.631714175,-76.14718177,226.6808333,4.033424397,60.50136596
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 13:15,2015-08-03T13:15:00Z,372334.837,9930150.76,-0.631820199,-76.14728671,228.17,1.107054749,16.60582123
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 13:30,2015-08-03T13:30:00Z,372352.9536,9930138.774,-0.631928653,-76.14712395,224.5925,1.451445517,21.77168275
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 13:45,2015-08-03T13:45:00Z,372394.7087,9930113.328,-0.632158911,-76.14674881,222.5375,3.26647537,48.99713055
Kelley Sampeck,2015-08-03T05:00:00Z,AV30799,Lagothrix,Lagothrix D,8/3/2015 14:00,2015-08-03T13:59:00Z,372410.1022,9930112.13,-0.632169773,-76.14661049,223.7083333,1.029577383,15.44366075
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 16:45,2015-08-03T16:45:00Z,372450.6761,9930501.49,-0.628647907,-76.14624514,233.2458333,NA,0
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 17:00,2015-08-03T17:00:00Z,372462.777,9930541.694,-0.628284265,-76.14613633,237.0925,2.816907089,42.25360634
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 17:15,2015-08-03T17:15:00Z,372462.8221,9930544.912,-0.628255159,-76.14613592,242.5316667,0.216027286,3.240409297
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 17:30,2015-08-03T17:30:00Z,372459.8771,9930560.704,-0.62811231,-76.14616235,233.6125,1.078113966,16.1717095
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 17:45,2015-08-03T17:45:00Z,372458.5055,9930562.634,-0.628094848,-76.14617467,229.9958333,0.158602402,2.379036025
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 18:00,2015-08-03T18:00:00Z,372462.8655,9930559.721,-0.628121202,-76.1461355,228.2433333,0.350357238,5.255358576
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 18:15,2015-08-03T18:15:00Z,372462.9387,9930559.28,-0.62812519,-76.14613485,235.4925,0.029997257,0.449958853
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 18:30,2015-08-03T18:30:00Z,372466.9417,9930571.819,-0.628011783,-76.14609885,237.5891667,0.882995603,13.24493405
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 18:45,2015-08-03T18:45:00Z,372474.8718,9930630.615,-0.627479958,-76.14602748,237.5341667,3.982209568,59.73314352
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 19:00,2015-08-03T19:00:00Z,372488.8512,9930725.483,-0.626621861,-76.14590168,222.6516667,6.436257949,96.54386924
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 19:15,2015-08-03T19:15:00Z,372490.8153,9930719.889,-0.62667246,-76.14588405,230.0083333,0.397663746,5.964956189
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 19:30,2015-08-03T19:30:01Z,372490.0369,9930717.312,-0.626695775,-76.14589104,238.0808333,0.180659328,2.709889921
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 19:45,2015-08-03T19:45:00Z,372419.8154,9930712.818,-0.626736281,-76.14652203,230.4283333,4.692070408,70.38105613
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 20:00,2015-08-03T20:00:00Z,372381.4145,9930784.586,-0.626087033,-76.14686694,239.2841667,5.455896064,81.83844096
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 20:15,2015-08-03T20:15:00Z,372318.8831,9930798.984,-0.625956673,-76.14742878,247.7325,4.280145849,64.20218774
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 20:30,2015-08-03T20:30:00Z,372299.5362,9930813.34,-0.625826775,-76.14760259,251.3966667,1.610283457,24.15425186
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 20:45,2015-08-03T20:45:00Z,372188.0739,9930835.14,-0.625629367,-76.14860409,248.3083333,7.574990858,113.6248629
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 21:00,2015-08-03T21:00:00Z,372145.7366,9930863.567,-0.625372147,-76.14898446,254.6425,3.407510604,51.11265906
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 21:15,2015-08-03T21:15:00Z,372110.3722,9930814.02,-0.625820251,-76.14930232,251.2516667,4.077134253,61.15701379
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 21:30,2015-08-03T21:30:00Z,372105.9982,9930809.698,-0.625859338,-76.14934163,246.0316667,0.411398397,6.170975959
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 21:45,2015-08-03T21:45:00Z,372089.5584,9930768.252,-0.626234198,-76.14948943,250.7058333,2.990353444,44.85530166
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 22:00,2015-08-03T22:00:00Z,372098.7364,9930765.942,-0.626255118,-76.14940697,260.7741667,0.631339676,9.470095136
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 22:15,2015-08-03T22:15:00Z,372073.1493,9930781.536,-0.626114008,-76.14963685,249.0158333,2.001697321,30.02545981
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 22:30,2015-08-03T22:30:00Z,372013.6101,9930809.322,-0.625862551,-76.15017178,241.065,4.386420417,65.79630626
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 22:45,2015-08-03T22:45:00Z,371977.4913,9930814.703,-0.625813811,-76.15049631,240.1966667,2.435328265,36.52992397
Kelley Sampeck,2015-08-03T05:00:00Z,AV30802,Lagothrix,Lagothrix D,8/3/2015 23:00,2015-08-03T22:59:00Z,371973.5795,9930815.259,-0.625808774,-76.15053146,239.18,0.263493263,3.952398946
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 11:15,2015-08-04T11:15:02Z,371959.7818,9930816.721,-0.625795517,-76.15065544,237.1824139,NA,0
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 11:30,2015-08-04T11:30:02Z,371958.9264,9930804.034,-0.62591028,-76.15066315,240.386851,0.853606671,12.80410007
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 11:45,2015-08-04T11:45:02Z,371963.2881,9930800.497,-0.625942284,-76.15062396,236.2211202,0.375462524,5.631937863
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 12:00,2015-08-04T12:00:02Z,371972.8838,9930811.389,-0.625843776,-76.15053772,241.308136,0.971618677,14.57428015
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 12:15,2015-08-04T12:15:02Z,371919.6817,9930827.74,-0.625695765,-76.15101573,250.8011068,3.713442136,55.70163204
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 12:30,2015-08-04T12:30:02Z,371926.1205,9930827.746,-0.625695724,-76.15095788,250.2003173,0.429341208,6.440118119
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 12:45,2015-08-04T12:45:02Z,372032.1297,9930834.871,-0.625631483,-76.15000532,254.2057699,7.084831134,106.272467
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 13:00,2015-08-04T13:00:02Z,372072.0403,9930790.843,-0.626029819,-76.14964679,257.2499695,3.977146021,59.65719031
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 13:15,2015-08-04T13:15:02Z,372071.156,9930711.538,-0.626747171,-76.1496549,251.4820152,5.324017954,79.8602693
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 13:30,2015-08-04T13:30:02Z,372087.6833,9930676.576,-0.627063455,-76.14950646,244.7527978,2.592852951,38.89279427
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 13:45,2015-08-04T13:45:02Z,372100.0699,9930679.157,-0.627040125,-76.14939515,249.9599813,0.843926799,12.65890199
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 14:00,2015-08-04T14:00:02Z,372069.7194,9930648.186,-0.627320213,-76.14966793,262.2167461,2.901403543,43.52105315
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 14:15,2015-08-04T14:15:02Z,371998.2672,9930608.436,-0.627679629,-76.15031004,267.1835835,5.460760351,81.91140527
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 14:30,2015-08-04T14:30:02Z,372013.8604,9930628.526,-0.627497937,-76.15016989,274.3934429,1.702896419,25.54344629
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 14:45,2015-08-04T14:45:02Z,372002.4626,9930615.111,-0.627619259,-76.15027233,260.4543253,1.178367994,17.67551991
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 15:00,2015-08-04T15:00:02Z,371935.4503,9930566.533,-0.62805854,-76.15087456,268.2249961,5.531777641,82.97666461
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 15:15,2015-08-04T15:15:02Z,371855.259,9930512.867,-0.62854381,-76.15159522,268.6255393,6.447474386,96.71211579
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 15:30,2015-08-04T15:30:02Z,371836.3808,9930527.009,-0.628415854,-76.15176482,258.5717672,1.576636004,23.64954007
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 15:45,2015-08-04T15:45:02Z,371774.1094,9930546.143,-0.628242649,-76.15232432,263.8590188,4.346383413,65.1957512
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 16:00,2015-08-04T16:00:02Z,371733.4232,9930521.502,-0.628465461,-76.15268996,268.9860334,3.177462356,47.66193535
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 16:15,2015-08-04T16:15:02Z,371739.472,9930524.101,-0.628441963,-76.1526356,264.6601157,0.439451364,6.591770464
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 16:30,2015-08-04T16:30:02Z,371713.1696,9930522.993,-0.628451931,-76.15287194,269.2263796,1.755414153,26.33121229
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 16:45,2015-08-04T16:45:02Z,371715.5846,9930534.68,-0.628346221,-76.15285022,266.8230691,0.800893136,12.01339705
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 17:00,2015-08-04T17:00:02Z,371702.105,9930539.079,-0.628306407,-76.15297133,269.1863101,0.946076062,14.19114093
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 17:15,2015-08-04T17:15:02Z,371609.6553,9930577.754,-0.627956386,-76.15380195,257.7306212,6.688937045,100.3340557
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 17:30,2015-08-04T17:30:02Z,371553.3877,9930577.828,-0.627955603,-76.15430754,250.2403563,3.751909568,56.27864351
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 17:45,2015-08-04T17:45:02Z,371532.4796,9930596.403,-0.627787546,-76.15449538,253.6049295,1.870397771,28.05596656
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 18:00,2015-08-04T18:00:02Z,371531.2572,9930598.548,-0.627768142,-76.15450636,256.5289408,0.165458353,2.481875291
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 18:15,2015-08-04T18:15:02Z,371514.5215,9930594.304,-0.627806496,-76.15465674,255.6877848,1.151716433,17.27574649
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 18:30,2015-08-04T18:30:02Z,371491.5413,9930583.5,-0.627904174,-76.15486325,252.0828656,1.695269474,25.4290421
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 18:45,2015-08-04T18:45:02Z,371493.1848,9930589.758,-0.627847575,-76.15484847,248.6381634,0.434119894,6.511798403
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 19:00,2015-08-04T19:00:02Z,371489.0718,9930589.696,-0.627848127,-76.15488543,251.9627075,0.274284916,4.114273735
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 19:15,2015-08-04T19:15:02Z,371487.221,9930589.514,-0.627849768,-76.15490206,247.5565797,0.12401593,1.860238952
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 19:30,2015-08-04T19:30:02Z,371503.6,9930592.888,-0.627819286,-76.15475488,251.0414326,1.115377063,16.73065595
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 19:45,2015-08-04T19:45:02Z,371523.7772,9930592.39,-0.627823826,-76.15457358,253.0441283,1.345826993,20.1874049
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 20:00,2015-08-04T20:00:02Z,371542.0667,9930586.536,-0.62787682,-76.15440925,245.5538839,1.281298806,19.21948208
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 20:15,2015-08-04T20:15:02Z,371537.5811,9930576.745,-0.627965368,-76.15444958,245.3535972,0.722065335,10.83098003
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 20:30,2015-08-04T20:30:02Z,371536.0006,9930573.777,-0.627992212,-76.15446378,242.7901405,0.225389825,3.380847376
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 20:45,2015-08-04T20:45:02Z,371546.8743,9930567.062,-0.628052973,-76.15436609,241.4282535,0.853753141,12.80629711
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 21:00,2015-08-04T21:00:02Z,371538.6668,9930581.766,-0.627919959,-76.15443981,241.107829,1.128587081,16.92880621
Kelsey Ellis,2015-08-04T05:00:00Z,AV30189,Lagothrix,Lagothrix D,8/4/2015 21:15,2015-08-04T21:14:32Z,371539.1549,9930594.941,-0.627800785,-76.1544354,242.2293022,0.885033503,13.27550254
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 11:15,2015-08-04T11:15:03Z,371973.0924,9930824.221,-0.625727701,-76.15053582,229.8523458,NA,0
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 11:30,2015-08-04T11:30:03Z,371972.4824,9930826.667,-0.625705579,-76.1505413,234.859294,0.169122142,2.536832124
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 11:45,2015-08-04T11:45:03Z,371968.7307,9930823.849,-0.62573106,-76.15057501,234.0581767,0.313626314,4.704394715
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 12:00,2015-08-04T12:00:03Z,371989.0333,9930836.678,-0.625615055,-76.15039256,233.8178305,1.604486202,24.06729302
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 12:15,2015-08-04T12:15:03Z,371963.2813,9930849.353,-0.625500355,-76.15062393,231.5347085,1.916376635,28.74564953
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 12:30,2015-08-04T12:30:03Z,371966.2695,9930820.786,-0.625758763,-76.15059713,238.1036886,1.927997382,28.91996073
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 12:45,2015-08-04T12:45:03Z,372004.0299,9930819.936,-0.625766523,-76.15025784,239.2251995,2.518499634,37.77749451
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 13:00,2015-08-04T13:00:03Z,371997.3045,9930818.506,-0.625779452,-76.15031827,242.9903973,0.458619247,6.879288701
Rebekah Ellis,2015-08-04T05:00:00Z,AV30489,Lagothrix,Lagothrix D,8/4/2015 13:15,2015-08-04T13:15:03Z,372034.8043,9930814.924,-0.625811925,-76.14998133,253.9253743,2.512012127,37.68018191
